"행정구역","2021년03월_총인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년03월_남자 인구수","2021년03월_여자 인구수","2021년03월_남여 비율"
"부산광역시 남구 대연제3동(2629053000)","32,953","15,371","          2.14","16,072","16,881","          0.95"
"부산광역시 남구 대연제4동(2629054000)","12,543","5,507","          2.28","6,124","6,419","          0.95"
"부산광역시 남구 대연제5동(2629055000)","16,884","7,916","          2.13","8,164","8,720","          0.94"
"부산광역시 남구 대연제6동(2629056000)","15,575","5,922","          2.63","7,501","8,074","          0.93"
"부산광역시 남구 용호제1동(2629057000)","44,764","17,124","          2.61","21,562","23,202","          0.93"
"부산광역시 남구 용호제2동(2629058000)","17,067","6,672","          2.56","8,392","8,675","          0.97"
"부산광역시 남구 용호제3동(2629059000)","12,468","5,705","          2.19","6,037","6,431","          0.94"
"부산광역시 남구 용호제4동(2629060000)","8,653","3,821","          2.26","4,178","4,475","          0.93"
"부산광역시 남구 용당동(2629061000)","8,235","3,444","          2.39","4,186","4,049","          1.03"
"부산광역시 남구 감만제1동(2629062000)","13,555","6,290","          2.16","6,910","6,645","          1.04"
"부산광역시 남구 감만제2동(2629063000)","6,913","3,309","          2.09","3,414","3,499","          0.98"
"부산광역시 남구 우암동(2629064500)","13,098","5,759","          2.27","6,490","6,608","          0.98"
"부산광역시 남구 문현제1동(2629068000)","13,878","5,886","          2.36","6,769","7,109","          0.95"
"부산광역시 남구 문현제2동(2629069000)","8,655","5,037","          1.72","4,291","4,364","          0.98"
"부산광역시 남구 문현제3동(2629070000)","15,918","6,609","          2.41","7,725","8,193","          0.94"
"부산광역시 남구 문현제4동(2629071000)","8,660","4,091","          2.12","4,249","4,411","          0.96"
"부산광역시 북구 (2632000000)","281,851","120,370","          2.34","139,355","142,496","          0.98"
"부산광역시 북구 구포제1동(2632051000)","14,554","7,402","          1.97","7,373","7,181","          1.03"
"부산광역시 북구 구포제2동(2632052000)","25,952","11,854","          2.19","13,319","12,633","          1.05"
"부산광역시 북구 구포제3동(2632052100)","20,225","9,253","          2.19","10,400","9,825","          1.06"
"부산광역시 북구 금곡동(2632053000)","38,816","18,184","          2.13","18,818","19,998","          0.94"
"부산광역시 북구 화명제1동(2632054100)","42,326","14,484","          2.92","20,792","21,534","          0.97"
"부산광역시 북구 화명제2동(2632054200)","15,464","6,227","          2.48","7,547","7,917","          0.95"
"부산광역시 북구 화명제3동(2632054300)","30,187","10,749","          2.81","14,784","15,403","          0.96"
"부산광역시 북구 덕천제1동(2632055000)","12,082","6,385","          1.89","5,949","6,133","          0.97"
"부산광역시 북구 덕천제2동(2632056000)","12,290","6,669","          1.84","6,115","6,175","          0.99"
"부산광역시 북구 덕천제3동(2632056100)","10,974","5,687","          1.93","5,372","5,602","          0.96"
"부산광역시 북구 만덕제1동(2632057100)","12,746","5,308","          2.40","6,252","6,494","          0.96"
"부산광역시 북구 만덕제2동(2632057200)","27,158","10,698","          2.54","13,314","13,844","          0.96"
"부산광역시 북구 만덕제3동(2632057300)","19,077","7,470","          2.55","9,320","9,757","          0.96"
"부산광역시 해운대구 (2635000000)","400,083","171,352","          2.33","192,576","207,507","          0.93"
"부산광역시 해운대구 우제1동(2635051000)","22,845","10,960","          2.08","10,879","11,966","          0.91"
"부산광역시 해운대구 우제2동(2635052000)","31,196","11,953","          2.61","14,855","16,341","          0.91"
"부산광역시 해운대구 우제3동(2635052500)","28,746","10,899","          2.64","13,644","15,102","          0.90"
"부산광역시 해운대구 중제1동(2635053000)","26,834","11,669","          2.30","12,916","13,918","          0.93"
"부산광역시 해운대구 중제2동(2635054000)","15,942","7,408","          2.15","7,564","8,378","          0.90"
"부산광역시 해운대구 좌제1동(2635055100)","18,204","7,705","          2.36","8,506","9,698","          0.88"
"부산광역시 해운대구 좌제2동(2635055200)","32,244","14,019","          2.30","14,865","17,379","          0.86"
"부산광역시 해운대구 좌제3동(2635055300)","16,224","6,385","          2.54","7,632","8,592","          0.89"
"부산광역시 해운대구 좌제4동(2635055400)","23,384","8,612","          2.72","11,131","12,253","          0.91"
"부산광역시 해운대구 송정동(2635056000)","9,968","5,021","          1.99","4,822","5,146","          0.94"
"부산광역시 해운대구 반여제1동(2635057000)","35,003","13,123","          2.67","17,325","17,678","          0.98"
"부산광역시 해운대구 반여제2동(2635058000)","12,967","6,861","          1.89","6,303","6,664","          0.95"
"부산광역시 해운대구 반여제3동(2635059000)","8,842","4,630","          1.91","4,342","4,500","          0.96"
"부산광역시 해운대구 반여제4동(2635059500)","16,331","6,092","          2.68","8,040","8,291","          0.97"
"부산광역시 해운대구 반송제1동(2635061000)","14,226","7,981","          1.78","7,152","7,074","          1.01"
"부산광역시 해운대구 반송제2동(2635062000)","23,813","12,008","          1.98","11,581","12,232","          0.95"
"부산광역시 해운대구 재송제1동(2635065000)","38,175","14,574","          2.62","18,785","19,390","          0.97"
"부산광역시 해운대구 재송제2동(2635066000)","25,139","11,452","          2.20","12,234","12,905","          0.95"
"부산광역시 사하구 (2638000000)","309,302","138,478","          2.23","154,063","155,239","          0.99"
"부산광역시 사하구 괴정제1동(2638051000)","19,855","8,722","          2.28","9,562","10,293","          0.93"
"부산광역시 사하구 괴정제2동(2638052000)","14,178","6,262","          2.26","6,961","7,217","          0.96"
"부산광역시 사하구 괴정제3동(2638053000)","12,777","6,493","          1.97","6,163","6,614","          0.93"
"부산광역시 사하구 괴정제4동(2638054000)","12,270","5,485","          2.24","5,973","6,297","          0.95"
"부산광역시 사하구 당리동(2638055000)","26,895","11,367","          2.37","13,178","13,717","          0.96"
"부산광역시 사하구 하단제1동(2638056100)","21,572","10,204","          2.11","10,788","10,784","          1.00"
"부산광역시 사하구 하단제2동(2638056200)","25,352","12,572","          2.02","12,604","12,748","          0.99"
"부산광역시 사하구 신평제1동(2638057100)","17,358","8,297","          2.09","8,915","8,443","          1.06"
"부산광역시 사하구 신평제2동(2638057200)","15,922","6,682","          2.38","7,957","7,965","          1.00"
"부산광역시 사하구 장림제1동(2638058000)","10,951","5,012","          2.18","5,674","5,277","          1.08"
"부산광역시 사하구 장림제2동(2638059000)","27,884","11,885","          2.35","14,176","13,708","          1.03"
"부산광역시 사하구 다대제1동(2638060100)","39,480","16,960","          2.33","19,812","19,668","          1.01"
"부산광역시 사하구 다대제2동(2638060200)","27,898","12,173","          2.29","13,729","14,169","          0.97"
"부산광역시 사하구 구평동(2638061000)","11,616","4,579","          2.54","5,948","5,668","          1.05"
"부산광역시 사하구 감천제1동(2638062000)","19,101","8,359","          2.29","9,444","9,657","          0.98"
"부산광역시 사하구 감천제2동(2638063000)","6,193","3,426","          1.81","3,179","3,014","          1.05"
"부산광역시 금정구 (2641000000)","230,605","107,184","          2.15","112,741","117,864","          0.96"
"부산광역시 금정구 서제1동(2641051000)","5,646","3,286","          1.72","2,903","2,743","          1.06"
"부산광역시 금정구 서제2동(2641052000)","9,546","4,995","          1.91","4,766","4,780","          1.00"
"부산광역시 금정구 서제3동(2641053000)","11,403","5,894","          1.93","5,707","5,696","          1.00"
"부산광역시 금정구 금사회동동(2641055500)","8,093","4,204","          1.93","4,285","3,808","          1.13"
"부산광역시 금정구 부곡제1동(2641057000)","8,517","4,526","          1.88","4,076","4,441","          0.92"
"부산광역시 금정구 부곡제2동(2641058000)","16,715","7,256","          2.30","8,031","8,684","          0.92"
"부산광역시 금정구 부곡제3동(2641059000)","16,080","6,837","          2.35","7,696","8,384","          0.92"
"부산광역시 금정구 부곡제4동(2641059100)","13,075","6,134","          2.13","6,280","6,795","          0.92"
"부산광역시 금정구 장전제1동(2641060000)","18,036","10,579","          1.70","9,346","8,690","          1.08"
"부산광역시 금정구 장전제2동(2641061000)","27,143","11,747","          2.31","13,078","14,065","          0.93"
"부산광역시 금정구 선두구동(2641063500)","2,368","1,280","          1.85","1,268","1,100","          1.15"
"부산광역시 금정구 청룡노포동(2641066500)","9,907","4,400","          2.25","4,864","5,043","          0.96"
"부산광역시 금정구 남산동(2641067000)","29,355","14,032","          2.09","14,351","15,004","          0.96"
"부산광역시 금정구 구서제1동(2641068000)","19,918","8,045","          2.48","9,469","10,449","          0.91"
"부산광역시 금정구 구서제2동(2641069000)","33,732","13,486","          2.50","16,102","17,630","          0.91"
"부산광역시 금정구 금성동(2641070000)","1,071","483","          2.22","519","552","          0.94"
"부산광역시 강서구 (2644000000)","139,239","58,879","          2.36","72,000","67,239","          1.07"
"부산광역시 강서구 대저1동(2644051000)","6,638","3,733","          1.78","3,668","2,970","          1.24"
"부산광역시 강서구 대저2동(2644052000)","7,072","3,599","          1.96","3,956","3,116","          1.27"
"부산광역시 강서구 강동동(2644053000)","4,350","2,528","          1.72","2,318","2,032","          1.14"
"부산광역시 강서구 명지1동(2644053500)","51,189","19,325","          2.65","25,683","25,506","          1.01"
"부산광역시 강서구 명지2동(2644054500)","30,311","10,175","          2.98","15,116","15,195","          0.99"
"부산광역시 강서구 가락동(2644055000)","2,406","1,370","          1.76","1,278","1,128","          1.13"
"부산광역시 강서구 녹산동(2644056000)","33,461","15,777","          2.12","17,979","15,482","          1.16"
"부산광역시 강서구 가덕도동(2644058000)","3,812","2,372","          1.61","2,002","1,810","          1.11"
"부산광역시 연제구 (2647000000)","207,419","92,104","          2.25","99,948","107,471","          0.93"
"부산광역시 연제구 거제제1동(2647061000)","29,564","11,307","          2.61","14,297","15,267","          0.94"
"부산광역시 연제구 거제제2동(2647062000)","12,464","4,586","          2.72","5,956","6,508","          0.92"
"부산광역시 연제구 거제제3동(2647063000)","10,083","4,672","          2.16","4,777","5,306","          0.90"
"부산광역시 연제구 거제제4동(2647064000)","10,674","4,180","          2.55","5,262","5,412","          0.97"
"부산광역시 연제구 연산제1동(2647065000)","16,298","6,845","          2.38","7,973","8,325","          0.96"
"부산광역시 연제구 연산제2동(2647066000)","20,954","9,242","          2.27","10,072","10,882","          0.93"
"부산광역시 연제구 연산제3동(2647067000)","7,364","3,737","          1.97","3,512","3,852","          0.91"
"부산광역시 연제구 연산제4동(2647068000)","16,568","8,652","          1.91","7,959","8,609","          0.92"
"부산광역시 연제구 연산제5동(2647069000)","16,505","9,940","          1.66","7,851","8,654","          0.91"
"부산광역시 연제구 연산제6동(2647070000)","16,801","8,057","          2.09","8,121","8,680","          0.94"
"부산광역시 연제구 연산제8동(2647072000)","14,353","6,225","          2.31","7,022","7,331","          0.96"
"부산광역시 연제구 연산제9동(2647073000)","35,791","14,661","          2.44","17,146","18,645","          0.92"
"부산광역시 수영구 (2650000000)","176,145","84,569","          2.08","83,280","92,865","          0.90"
"부산광역시 수영구 남천제1동(2650066000)","14,006","6,314","          2.22","6,442","7,564","          0.85"
"부산광역시 수영구 남천제2동(2650067000)","12,285","4,934","          2.49","5,714","6,571","          0.87"
"부산광역시 수영구 수영동(2650073000)","14,858","7,864","          1.89","7,125","7,733","          0.92"
"부산광역시 수영구 망미제1동(2650074000)","27,682","12,248","          2.26","13,250","14,432","          0.92"
"부산광역시 수영구 망미제2동(2650075000)","11,324","5,173","          2.19","5,572","5,752","          0.97"
"부산광역시 수영구 광안제1동(2650076000)","25,921","13,844","          1.87","12,130","13,791","          0.88"
"부산광역시 수영구 광안제2동(2650077000)","18,658","9,371","          1.99","8,669","9,989","          0.87"
"부산광역시 수영구 광안제3동(2650078000)","9,551","5,774","          1.65","4,564","4,987","          0.92"
"부산광역시 수영구 광안제4동(2650079000)","13,405","6,055","          2.21","6,080","7,325","          0.83"
"부산광역시 수영구 민락동(2650080000)","28,455","12,992","          2.19","13,734","14,721","          0.93"
"부산광역시 사상구 (2653000000)","211,252","97,727","          2.16","106,717","104,535","          1.02"
"부산광역시 사상구 삼락동(2653058000)","5,899","3,146","          1.88","3,158","2,741","          1.15"
"부산광역시 사상구 모라제1동(2653059100)","28,085","12,116","          2.32","14,083","14,002","          1.01"
"부산광역시 사상구 모라제3동(2653059300)","10,930","6,873","          1.59","5,234","5,696","          0.92"
"부산광역시 사상구 덕포제1동(2653060000)","8,809","4,264","          2.07","4,509","4,300","          1.05"
"부산광역시 사상구 덕포제2동(2653061000)","13,063","5,736","          2.28","6,600","6,463","          1.02"
"부산광역시 사상구 괘법동(2653062000)","22,197","12,268","          1.81","11,520","10,677","          1.08"
"부산광역시 사상구 감전동(2653064500)","13,671","7,274","          1.88","7,246","6,425","          1.13"
"부산광역시 사상구 주례제1동(2653065000)","15,442","6,421","          2.40","7,906","7,536","          1.05"
"부산광역시 사상구 주례제2동(2653066000)","23,390","11,189","          2.09","11,694","11,696","          1.00"
"부산광역시 사상구 주례제3동(2653066100)","13,275","5,711","          2.32","6,516","6,759","          0.96"
"부산광역시 사상구 학장동(2653067000)","28,802","12,132","          2.37","14,409","14,393","          1.00"
"부산광역시 사상구 엄궁동(2653068000)","27,689","10,597","          2.61","13,842","13,847","          1.00"
"부산광역시 기장군 (2671000000)","176,056","75,496","          2.33","87,172","88,884","          0.98"
"부산광역시 기장군 기장읍(2671025000)","52,694","25,206","          2.09","25,727","26,967","          0.95"
"부산광역시 기장군 장안읍(2671025300)","8,583","4,660","          1.84","4,598","3,985","          1.15"
"부산광역시 기장군 정관읍(2671025600)","81,686","31,322","          2.61","40,342","41,344","          0.98"
"부산광역시 기장군 일광면(2671031000)","25,083","10,457","          2.40","12,464","12,619","          0.99"
"부산광역시 기장군 철마면(2671033000)","8,010","3,851","          2.08","4,041","3,969","          1.02"
"대구광역시  (2700000000)","2,408,875","1,060,866","          2.27","1,188,070","1,220,805","          0.97"
"대구광역시 중구 (2711000000)","75,647","38,816","          1.95","36,334","39,313","          0.92"
"대구광역시 중구 동인동(2711051700)","8,395","5,005","          1.68","4,162","4,233","          0.98"
"대구광역시 중구 삼덕동(2711054500)","6,702","4,118","          1.63","3,183","3,519","          0.90"
"대구광역시 중구 성내1동(2711056500)","5,050","3,421","          1.48","2,416","2,634","          0.92"
"대구광역시 중구 성내2동(2711057500)","4,490","2,864","          1.57","2,286","2,204","          1.04"
"대구광역시 중구 성내3동(2711058500)","5,077","2,479","          2.05","2,542","2,535","          1.00"
"대구광역시 중구 대신동(2711059500)","8,051","3,382","          2.38","3,914","4,137","          0.95"
"대구광역시 중구 남산1동(2711064000)","5,074","2,845","          1.78","2,410","2,664","          0.90"
"대구광역시 중구 남산2동(2711065000)","4,310","2,237","          1.93","2,051","2,259","          0.91"
"대구광역시 중구 남산3동(2711066000)","6,994","3,057","          2.29","3,215","3,779","          0.85"
"대구광역시 중구 남산4동(2711067000)","11,764","4,907","          2.40","5,536","6,228","          0.89"
"대구광역시 중구 대봉1동(2711068000)","7,548","3,354","          2.25","3,542","4,006","          0.88"
"대구광역시 중구 대봉2동(2711069000)","2,192","1,147","          1.91","1,077","1,115","          0.97"
"대구광역시 동구 (2714000000)","342,656","157,330","          2.18","168,722","173,934","          0.97"
"대구광역시 동구 신암1동(2714051000)","7,590","4,043","          1.88","3,752","3,838","          0.98"
"대구광역시 동구 신암2동(2714052000)","10,644","4,572","          2.33","5,043","5,601","          0.90"
"대구광역시 동구 신암3동(2714053000)","9,959","4,541","          2.19","4,942","5,017","          0.99"
"대구광역시 동구 신암4동(2714054000)","12,454","6,844","          1.82","6,316","6,138","          1.03"
"대구광역시 동구 신암5동(2714054100)","6,515","3,219","          2.02","3,095","3,420","          0.90"
"대구광역시 동구 신천1.2동(2714055500)","13,142","6,164","          2.13","6,270","6,872","          0.91"
"대구광역시 동구 신천3동(2714057000)","12,373","5,344","          2.32","6,098","6,275","          0.97"
"대구광역시 동구 신천4동(2714058000)","7,465","4,687","          1.59","3,747","3,718","          1.01"
"대구광역시 동구 효목1동(2714059000)","14,114","7,160","          1.97","7,008","7,106","          0.99"
"대구광역시 동구 효목2동(2714060000)","13,893","6,742","          2.06","6,678","7,215","          0.93"
"대구광역시 동구 도평동(2714061500)","4,172","2,086","          2.00","2,218","1,954","          1.14"
"대구광역시 동구 불로.봉무동(2714062000)","21,630","8,816","          2.45","10,617","11,013","          0.96"
"대구광역시 동구 지저동(2714064000)","14,791","7,021","          2.11","7,357","7,434","          0.99"
"대구광역시 동구 동촌동(2714065500)","15,867","7,763","          2.04","7,989","7,878","          1.01"
"대구광역시 동구 방촌동(2714067000)","18,166","7,984","          2.28","8,744","9,422","          0.93"
"대구광역시 동구 해안동(2714068500)","15,098","7,168","          2.11","7,568","7,530","          1.01"
"대구광역시 동구 안심1동(2714072000)","43,270","20,078","          2.16","21,207","22,063","          0.96"
"대구광역시 동구 안심2동(2714073000)","11,290","5,022","          2.25","5,701","5,589","          1.02"
"대구광역시 동구 안심3동(2714074200)","21,322","8,221","          2.59","10,340","10,982","          0.94"
"대구광역시 동구 안심4동(2714074700)","29,372","11,942","          2.46","14,544","14,828","          0.98"
"대구광역시 동구 혁신동(2714075500)","18,833","8,546","          2.20","9,304","9,529","          0.98"
"대구광역시 동구 공산동(2714076000)","20,696","9,367","          2.21","10,184","10,512","          0.97"
"대구광역시 서구 (2717000000)","169,432","83,610","          2.03","84,873","84,559","          1.00"
"대구광역시 서구 내당1동(2717051000)","8,605","4,221","          2.04","4,248","4,357","          0.97"
"대구광역시 서구 내당2.3동(2717052500)","10,073","5,138","          1.96","4,897","5,176","          0.95"
"대구광역시 서구 내당4동(2717054000)","16,875","8,122","          2.08","8,162","8,713","          0.94"
"대구광역시 서구 비산1동(2717055000)","9,786","4,934","          1.98","5,010","4,776","          1.05"
"대구광역시 서구 비산2.3동(2717056500)","9,601","5,274","          1.82","4,775","4,826","          0.99"
"대구광역시 서구 비산4동(2717058000)","9,965","4,773","          2.09","4,905","5,060","          0.97"
"대구광역시 서구 비산5동(2717059000)","6,322","3,467","          1.82","3,214","3,108","          1.03"
"대구광역시 서구 비산6동(2717060000)","7,829","3,849","          2.03","3,857","3,972","          0.97"
"대구광역시 서구 비산7동(2717061000)","10,939","6,053","          1.81","5,798","5,141","          1.13"
"대구광역시 서구 평리1동(2717062000)","7,937","3,989","          1.99","4,017","3,920","          1.02"
"대구광역시 서구 평리2동(2717063000)","8,089","3,642","          2.22","3,955","4,134","          0.96"
"대구광역시 서구 평리3동(2717064000)","10,059","5,125","          1.96","5,079","4,980","          1.02"
"대구광역시 서구 평리4동(2717065000)","18,252","8,547","          2.14","9,064","9,188","          0.99"
"대구광역시 서구 평리5동(2717066000)","1,788","943","          1.90","938","850","          1.10"
"대구광역시 서구 평리6동(2717066100)","5,176","2,542","          2.04","2,741","2,435","          1.13"
"대구광역시 서구 상중이동(2717067500)","20,305","8,866","          2.29","10,246","10,059","          1.02"
"대구광역시 서구 원대동(2717069500)","7,831","4,125","          1.90","3,967","3,864","          1.03"
"대구광역시 남구 (2720000000)","146,006","76,901","          1.90","70,169","75,837","          0.93"
"대구광역시 남구 이천동(2720051500)","12,319","5,682","          2.17","5,801","6,518","          0.89"
"대구광역시 남구 봉덕1동(2720053000)","9,271","5,278","          1.76","4,459","4,812","          0.93"
"대구광역시 남구 봉덕2동(2720054000)","12,222","5,395","          2.27","5,872","6,350","          0.92"
"대구광역시 남구 봉덕3동(2720055000)","17,149","8,593","          2.00","8,143","9,006","          0.90"
"대구광역시 남구 대명1동(2720056000)","11,501","5,847","          1.97","5,607","5,894","          0.95"
"대구광역시 남구 대명2동(2720057100)","10,605","6,276","          1.69","5,008","5,597","          0.89"
"대구광역시 남구 대명3동(2720058600)","11,062","6,276","          1.76","5,479","5,583","          0.98"
"대구광역시 남구 대명4동(2720059000)","11,227","6,028","          1.86","5,473","5,754","          0.95"
"대구광역시 남구 대명5동(2720060000)","7,250","4,108","          1.76","3,460","3,790","          0.91"
"대구광역시 남구 대명6동(2720061000)","9,643","5,164","          1.87","4,627","5,016","          0.92"
"대구광역시 남구 대명9동(2720064000)","15,958","8,547","          1.87","7,775","8,183","          0.95"
"대구광역시 남구 대명10동(2720065000)","9,275","5,046","          1.84","4,394","4,881","          0.90"
"대구광역시 남구 대명11동(2720066000)","8,524","4,661","          1.83","4,071","4,453","          0.91"
"대구광역시 북구 (2723000000)","438,365","188,447","          2.33","218,197","220,168","          0.99"
"대구광역시 북구 고성동(2723051000)","4,957","2,295","          2.16","2,388","2,569","          0.93"
"대구광역시 북구 칠성동(2723052600)","23,433","10,358","          2.26","11,297","12,136","          0.93"
"대구광역시 북구 침산1동(2723055000)","4,222","2,113","          2.00","2,260","1,962","          1.15"
"대구광역시 북구 침산2동(2723056000)","19,300","7,121","          2.71","9,347","9,953","          0.94"
"대구광역시 북구 침산3동(2723057000)","20,240","7,604","          2.66","9,798","10,442","          0.94"
"대구광역시 북구 산격1동(2723061000)","9,450","5,307","          1.78","4,693","4,757","          0.99"
"대구광역시 북구 산격2동(2723062000)","11,040","4,706","          2.35","5,430","5,610","          0.97"
"대구광역시 북구 산격3동(2723063000)","9,125","5,812","          1.57","4,721","4,404","          1.07"
"대구광역시 북구 산격4동(2723063100)","8,618","4,508","          1.91","4,499","4,119","          1.09"
"대구광역시 북구 대현동(2723064500)","18,422","9,292","          1.98","9,296","9,126","          1.02"
"대구광역시 북구 복현1동(2723067100)","7,680","4,876","          1.58","4,189","3,491","          1.20"
"대구광역시 북구 복현2동(2723067200)","28,979","11,301","          2.56","14,315","14,664","          0.98"
"대구광역시 북구 검단동(2723068000)","6,653","3,198","          2.08","3,312","3,341","          0.99"
"대구광역시 북구 무태조야동(2723069500)","36,726","15,156","          2.42","18,718","18,008","          1.04"
"대구광역시 북구 관문동(2723071500)","37,212","14,893","          2.50","18,575","18,637","          1.00"
"대구광역시 북구 태전1동(2723072500)","22,360","10,157","          2.20","11,213","11,147","          1.01"
"대구광역시 북구 태전2동(2723073500)","24,978","10,749","          2.32","12,247","12,731","          0.96"
"대구광역시 북구 구암동(2723074500)","36,242","13,577","          2.67","17,857","18,385","          0.97"
"대구광역시 북구 관음동(2723075000)","17,031","7,558","          2.25","8,572","8,459","          1.01"
"대구광역시 북구 읍내동(2723077000)","26,782","11,344","          2.36","13,332","13,450","          0.99"
"대구광역시 북구 동천동(2723078000)","28,880","10,629","          2.72","14,034","14,846","          0.95"
"대구광역시 북구 노원동(2723079000)","12,036","5,987","          2.01","6,253","5,783","          1.08"
"대구광역시 북구 국우동(2723080000)","23,999","9,906","          2.42","11,851","12,148","          0.98"
"대구광역시 수성구 (2726000000)","422,759","171,462","          2.47","204,586","218,173","          0.94"
"대구광역시 수성구 범어1동(2726051000)","16,116","6,236","          2.58","7,676","8,440","          0.91"
"대구광역시 수성구 범어2동(2726052000)","15,932","7,059","          2.26","7,758","8,174","          0.95"
"대구광역시 수성구 범어3동(2726053000)","16,425","6,147","          2.67","7,871","8,554","          0.92"
"대구광역시 수성구 범어4동(2726054000)","19,951","6,659","          3.00","9,799","10,152","          0.97"
"대구광역시 수성구 만촌1동(2726055000)","23,096","9,008","          2.56","11,289","11,807","          0.96"
"대구광역시 수성구 만촌2동(2726056000)","11,342","5,178","          2.19","5,642","5,700","          0.99"
"대구광역시 수성구 만촌3동(2726056100)","20,199","6,975","          2.90","10,601","9,598","          1.10"
"대구광역시 수성구 수성1가동(2726057000)","18,579","7,331","          2.53","8,562","10,017","          0.85"
"대구광역시 수성구 수성2.3가동(2726058000)","12,179","4,774","          2.55","5,888","6,291","          0.94"
"대구광역시 수성구 수성4가동(2726059000)","15,077","6,011","          2.51","7,035","8,042","          0.87"
"대구광역시 수성구 황금1동(2726060100)","24,164","8,375","          2.89","11,599","12,565","          0.92"
"대구광역시 수성구 황금2동(2726060200)","11,088","5,721","          1.94","5,334","5,754","          0.93"
"대구광역시 수성구 중동(2726061000)","11,221","5,806","          1.93","5,569","5,652","          0.99"
"대구광역시 수성구 상동(2726062000)","16,910","8,116","          2.08","8,170","8,740","          0.93"
"대구광역시 수성구 파동(2726063000)","12,850","5,540","          2.32","6,184","6,666","          0.93"
"대구광역시 수성구 두산동(2726064000)","14,243","6,969","          2.04","6,966","7,277","          0.96"
"대구광역시 수성구 지산1동(2726065100)","22,434","10,698","          2.10","10,659","11,775","          0.91"
"대구광역시 수성구 지산2동(2726065200)","19,060","7,990","          2.39","8,985","10,075","          0.89"
"대구광역시 수성구 범물1동(2726066100)","11,596","6,000","          1.93","5,280","6,316","          0.84"
"대구광역시 수성구 범물2동(2726066200)","17,335","6,644","          2.61","8,414","8,921","          0.94"
"대구광역시 수성구 고산1동(2726067000)","31,410","11,208","          2.80","15,257","16,153","          0.94"
"대구광역시 수성구 고산2동(2726068000)","27,619","10,424","          2.65","13,697","13,922","          0.98"
"대구광역시 수성구 고산3동(2726069000)","33,933","12,593","          2.69","16,351","17,582","          0.93"
"대구광역시 달서구 (2729000000)","554,177","235,439","          2.35","273,311","280,866","          0.97"
"대구광역시 달서구 성당동(2729051500)","23,806","10,852","          2.19","11,582","12,224","          0.95"
"대구광역시 달서구 두류1.2동(2729053500)","14,572","8,274","          1.76","7,049","7,523","          0.94"
"대구광역시 달서구 두류3동(2729055000)","8,441","4,118","          2.05","4,106","4,335","          0.95"
"대구광역시 달서구 감삼동(2729055500)","27,210","11,629","          2.34","13,281","13,929","          0.95"
"대구광역시 달서구 죽전동(2729056300)","13,812","6,881","          2.01","6,831","6,981","          0.98"
"대구광역시 달서구 장기동(2729056800)","17,546","7,247","          2.42","8,663","8,883","          0.98"
"대구광역시 달서구 용산1동(2729057100)","31,477","12,474","          2.52","15,804","15,673","          1.01"
"대구광역시 달서구 용산2동(2729057200)","29,287","11,416","          2.57","14,724","14,563","          1.01"
"대구광역시 달서구 이곡1동(2729057600)","23,498","9,291","          2.53","11,783","11,715","          1.01"
"대구광역시 달서구 이곡2동(2729057700)","16,734","7,058","          2.37","8,474","8,260","          1.03"
"대구광역시 달서구 신당동(2729058500)","32,010","17,175","          1.86","16,457","15,553","          1.06"
"대구광역시 달서구 본리동(2729059000)","21,937","8,790","          2.50","10,873","11,064","          0.98"
"대구광역시 달서구 월성1동(2729060100)","43,643","13,680","          3.19","21,411","22,232","          0.96"
"대구광역시 달서구 월성2동(2729060200)","16,342","8,604","          1.90","7,842","8,500","          0.92"
"대구광역시 달서구 진천동(2729061500)","76,501","28,731","          2.66","37,607","38,894","          0.97"
"대구광역시 달서구 상인1동(2729062400)","38,773","13,972","          2.78","18,954","19,819","          0.96"
"대구광역시 달서구 상인2동(2729062500)","20,102","9,335","          2.15","9,956","10,146","          0.98"
"대구광역시 달서구 상인3동(2729062600)","11,323","6,191","          1.83","5,437","5,886","          0.92"
"대구광역시 달서구 도원동(2729062800)","36,150","13,845","          2.61","17,547","18,603","          0.94"
"대구광역시 달서구 송현1동(2729063000)","19,648","10,212","          1.92","9,722","9,926","          0.98"
"대구광역시 달서구 송현2동(2729064000)","18,380","9,379","          1.96","8,784","9,596","          0.92"
"대구광역시 달서구 본동(2729065000)","12,985","6,285","          2.07","6,424","6,561","          0.98"
"대구광역시 달성군 (2771000000)","259,833","108,861","          2.39","131,878","127,955","          1.03"
"대구광역시 달성군 화원읍(2771025000)","47,775","19,264","          2.48","23,757","24,018","          0.99"
"대구광역시 달성군 논공읍(2771025300)","4,656","2,401","          1.94","2,529","2,127","          1.19"
"대구광역시 달성군 논공읍공단출장소(2771025400)","13,577","6,492","          2.09","7,192","6,385","          1.13"
"대구광역시 달성군 다사읍(2771025600)","50,482","18,996","          2.66","24,967","25,515","          0.98"
"대구광역시 달성군 다사읍서재출장소(2771025700)","38,586","14,514","          2.66","19,678","18,908","          1.04"
"대구광역시 달성군 유가읍(2771025900)","29,680","11,267","          2.63","15,064","14,616","          1.03"
"대구광역시 달성군 옥포읍(2771026200)","25,333","11,123","          2.28","12,764","12,569","          1.02"
"대구광역시 달성군 현풍읍(2771026500)","23,071","11,748","          1.96","12,080","10,991","          1.10"
"대구광역시 달성군 가창면(2771031000)","7,863","3,754","          2.09","3,918","3,945","          0.99"
