"행정구역","2021년03월_총인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년03월_남자 인구수","2021년03월_여자 인구수","2021년03월_남여 비율"
"강원도 강릉시 강동면(4215034000)","4,245","2,239","          1.90","2,255","1,990","          1.13"
"강원도 강릉시 옥계면(4215035000)","3,541","1,944","          1.82","1,818","1,723","          1.06"
"강원도 강릉시 사천면(4215036000)","4,611","2,357","          1.96","2,375","2,236","          1.06"
"강원도 강릉시 연곡면(4215037000)","6,559","3,296","          1.99","3,274","3,285","          1.00"
"강원도 강릉시 홍제동(4215051000)","15,417","7,103","          2.17","7,521","7,896","          0.95"
"강원도 강릉시 중앙동(4215052000)","5,008","2,921","          1.71","2,379","2,629","          0.90"
"강원도 강릉시 옥천동(4215054000)","3,380","1,982","          1.71","1,738","1,642","          1.06"
"강원도 강릉시 교1동(4215055000)","26,189","11,616","          2.25","12,811","13,378","          0.96"
"강원도 강릉시 교2동(4215056000)","7,871","3,882","          2.03","3,912","3,959","          0.99"
"강원도 강릉시 포남1동(4215057100)","10,389","5,303","          1.96","5,125","5,264","          0.97"
"강원도 강릉시 포남2동(4215057200)","13,014","6,535","          1.99","6,418","6,596","          0.97"
"강원도 강릉시 초당동(4215058000)","4,819","2,354","          2.05","2,354","2,465","          0.95"
"강원도 강릉시 송정동(4215059000)","10,103","4,156","          2.43","4,894","5,209","          0.94"
"강원도 강릉시 내곡동(4215060000)","16,623","7,683","          2.16","8,237","8,386","          0.98"
"강원도 강릉시 강남동(4215061500)","18,056","8,314","          2.17","9,031","9,025","          1.00"
"강원도 강릉시 성덕동(4215064500)","28,569","11,939","          2.39","14,121","14,448","          0.98"
"강원도 강릉시 경포동(4215066500)","8,934","4,324","          2.07","4,575","4,359","          1.05"
"강원도 동해시 (4217000000)","89,922","42,178","          2.13","45,660","44,262","          1.03"
"강원도 동해시 천곡동(4217051000)","30,673","13,509","          2.27","15,287","15,386","          0.99"
"강원도 동해시 송정동(4217052000)","3,944","2,246","          1.76","2,150","1,794","          1.20"
"강원도 동해시 북삼동(4217053000)","19,118","8,150","          2.35","9,886","9,232","          1.07"
"강원도 동해시 부곡동(4217054000)","5,085","2,640","          1.93","2,495","2,590","          0.96"
"강원도 동해시 동호동(4217055000)","5,126","2,605","          1.97","2,593","2,533","          1.02"
"강원도 동해시 발한동(4217057000)","3,466","2,035","          1.70","1,755","1,711","          1.03"
"강원도 동해시 묵호동(4217059000)","3,170","1,838","          1.72","1,576","1,594","          0.99"
"강원도 동해시 북평동(4217060000)","12,867","5,732","          2.24","6,618","6,249","          1.06"
"강원도 동해시 망상동(4217063000)","3,549","1,847","          1.92","1,773","1,776","          1.00"
"강원도 동해시 삼화동(4217065000)","2,924","1,576","          1.86","1,527","1,397","          1.09"
"강원도 태백시 (4219000000)","42,249","21,458","          1.97","21,398","20,851","          1.03"
"강원도 태백시 황지동(4219051500)","6,336","3,061","          2.07","3,157","3,179","          0.99"
"강원도 태백시 황연동(4219052500)","4,444","2,476","          1.79","2,270","2,174","          1.04"
"강원도 태백시 삼수동(4219053500)","5,980","3,075","          1.94","3,050","2,930","          1.04"
"강원도 태백시 상장동(4219054000)","13,417","6,119","          2.19","6,797","6,620","          1.03"
"강원도 태백시 문곡소도동(4219058500)","3,889","2,088","          1.86","1,948","1,941","          1.00"
"강원도 태백시 장성동(4219059500)","3,514","1,814","          1.94","1,728","1,786","          0.97"
"강원도 태백시 구문소동(4219060500)","2,601","1,539","          1.69","1,373","1,228","          1.12"
"강원도 태백시 철암동(4219061500)","2,068","1,286","          1.61","1,075","993","          1.08"
"강원도 속초시 (4221000000)","82,213","39,841","          2.06","40,736","41,477","          0.98"
"강원도 속초시 영랑동(4221051000)","4,451","2,492","          1.79","2,306","2,145","          1.08"
"강원도 속초시 동명동(4221052000)","3,739","1,965","          1.90","1,891","1,848","          1.02"
"강원도 속초시 금호동(4221054000)","6,105","3,211","          1.90","2,997","3,108","          0.96"
"강원도 속초시 교동(4221056000)","9,647","4,834","          2.00","4,743","4,904","          0.97"
"강원도 속초시 노학동(4221057000)","21,314","10,208","          2.09","10,579","10,735","          0.99"
"강원도 속초시 조양동(4221058000)","29,404","12,939","          2.27","14,384","15,020","          0.96"
"강원도 속초시 청호동(4221059000)","4,432","2,435","          1.82","2,228","2,204","          1.01"
"강원도 속초시 대포동(4221060000)","3,121","1,757","          1.78","1,608","1,513","          1.06"
"강원도 삼척시 (4223000000)","64,393","33,175","          1.94","32,566","31,827","          1.02"
"강원도 삼척시 도계읍(4223025000)","9,668","5,719","          1.69","4,789","4,879","          0.98"
"강원도 삼척시 원덕읍(4223025300)","3,304","2,089","          1.58","1,727","1,577","          1.10"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,720","1,015","          1.69","860","860","          1.00"
"강원도 삼척시 근덕면(4223031000)","5,128","3,110","          1.65","2,641","2,487","          1.06"
"강원도 삼척시 하장면(4223032000)","1,306","720","          1.81","712","594","          1.20"
"강원도 삼척시 노곡면(4223033000)","714","437","          1.63","391","323","          1.21"
"강원도 삼척시 미로면(4223034000)","1,843","1,019","          1.81","961","882","          1.09"
"강원도 삼척시 가곡면(4223035000)","678","414","          1.64","346","332","          1.04"
"강원도 삼척시 신기면(4223036000)","668","407","          1.64","364","304","          1.20"
"강원도 삼척시 남양동(4223051000)","7,648","4,004","          1.91","3,759","3,889","          0.97"
"강원도 삼척시 교동(4223053000)","14,563","5,996","          2.43","7,400","7,163","          1.03"
"강원도 삼척시 정라동(4223054000)","9,059","4,455","          2.03","4,606","4,453","          1.03"
"강원도 삼척시 성내동(4223057000)","8,094","3,790","          2.14","4,010","4,084","          0.98"
"강원도 홍천군 (4272000000)","68,751","34,037","          2.02","35,381","33,370","          1.06"
"강원도 홍천군 홍천읍(4272025000)","34,486","15,536","          2.22","17,450","17,036","          1.02"
"강원도 홍천군 화촌면(4272031000)","4,623","2,577","          1.79","2,445","2,178","          1.12"
"강원도 홍천군 두촌면(4272032000)","2,413","1,323","          1.82","1,202","1,211","          0.99"
"강원도 홍천군 내촌면(4272033000)","2,374","1,340","          1.77","1,239","1,135","          1.09"
"강원도 홍천군 서석면(4272034000)","3,729","1,927","          1.94","1,898","1,831","          1.04"
"강원도 홍천군 동면(4272035000)","4,001","2,056","          1.95","2,072","1,929","          1.07"
"강원도 홍천군 남면(4272036000)","6,247","3,281","          1.90","3,329","2,918","          1.14"
"강원도 홍천군 서면(4272037000)","3,788","2,241","          1.69","2,003","1,785","          1.12"
"강원도 홍천군 북방면(4272038000)","3,882","2,034","          1.91","2,045","1,837","          1.11"
"강원도 홍천군 내면(4272039000)","3,208","1,722","          1.86","1,698","1,510","          1.12"
"강원도 횡성군 (4273000000)","46,399","23,230","          2.00","23,812","22,587","          1.05"
"강원도 횡성군 횡성읍(4273025000)","20,663","9,295","          2.22","10,411","10,252","          1.02"
"강원도 횡성군 우천면(4273031000)","4,520","2,478","          1.82","2,375","2,145","          1.11"
"강원도 횡성군 안흥면(4273032000)","3,172","1,526","          2.08","1,625","1,547","          1.05"
"강원도 횡성군 둔내면(4273033000)","5,885","3,064","          1.92","3,071","2,814","          1.09"
"강원도 횡성군 갑천면(4273034000)","2,395","1,392","          1.72","1,238","1,157","          1.07"
"강원도 횡성군 청일면(4273035000)","2,386","1,376","          1.73","1,211","1,175","          1.03"
"강원도 횡성군 공근면(4273036000)","3,505","1,934","          1.81","1,834","1,671","          1.10"
"강원도 횡성군 서원면(4273037000)","2,128","1,157","          1.84","1,129","999","          1.13"
"강원도 횡성군 강림면(4273038000)","1,745","1,008","          1.73","918","827","          1.11"
"강원도 영월군 (4275000000)","38,458","21,264","          1.81","19,895","18,563","          1.07"
"강원도 영월군 영월읍(4275025000)","21,028","10,805","          1.95","10,765","10,263","          1.05"
"강원도 영월군 상동읍(4275025300)","1,075","723","          1.49","559","516","          1.08"
"강원도 영월군 중동면(4275031000)","1,455","871","          1.67","760","695","          1.09"
"강원도 영월군 김삿갓면(4275032500)","1,720","1,040","          1.65","892","828","          1.08"
"강원도 영월군 북면(4275033000)","2,133","1,254","          1.70","1,112","1,021","          1.09"
"강원도 영월군 남면(4275034000)","2,259","1,356","          1.67","1,190","1,069","          1.11"
"강원도 영월군 한반도면(4275035500)","1,233","737","          1.67","687","546","          1.26"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,737","1,052","          1.65","940","797","          1.18"
"강원도 영월군 주천면(4275036000)","3,786","2,211","          1.71","1,943","1,843","          1.05"
"강원도 영월군 무릉도원면(4275038000)","2,032","1,215","          1.67","1,047","985","          1.06"
"강원도 평창군 (4276000000)","41,212","21,411","          1.92","21,151","20,061","          1.05"
"강원도 평창군 평창읍(4276025000)","8,473","4,168","          2.03","4,313","4,160","          1.04"
"강원도 평창군 미탄면(4276031000)","1,639","923","          1.78","858","781","          1.10"
"강원도 평창군 방림면(4276032000)","880","503","          1.75","457","423","          1.08"
"강원도 평창군 방림면계촌출장소(4276032500)","1,658","975","          1.70","868","790","          1.10"
"강원도 평창군 대화면(4276033000)","5,232","2,736","          1.91","2,677","2,555","          1.05"
"강원도 평창군 봉평면(4276034000)","5,720","2,961","          1.93","2,991","2,729","          1.10"
"강원도 평창군 용평면(4276035000)","3,080","1,614","          1.91","1,542","1,538","          1.00"
"강원도 평창군 진부면(4276036000)","8,619","4,180","          2.06","4,354","4,265","          1.02"
"강원도 평창군 대관령면(4276038000)","5,911","3,351","          1.76","3,091","2,820","          1.10"
"강원도 정선군 (4277000000)","36,059","19,708","          1.83","18,776","17,283","          1.09"
"강원도 정선군 정선읍(4277025000)","10,576","5,188","          2.04","5,425","5,151","          1.05"
"강원도 정선군 고한읍(4277025300)","4,453","2,798","          1.59","2,331","2,122","          1.10"
"강원도 정선군 사북읍(4277025600)","4,721","2,515","          1.88","2,482","2,239","          1.11"
"강원도 정선군 신동읍(4277025900)","1,828","1,012","          1.81","940","888","          1.06"
"강원도 정선군 신동읍함백출장소(4277026000)","1,582","940","          1.68","790","792","          1.00"
"강원도 정선군 남면(4277032000)","3,232","1,832","          1.76","1,734","1,498","          1.16"
"강원도 정선군 북평면(4277034000)","2,516","1,328","          1.89","1,273","1,243","          1.02"
"강원도 정선군 임계면(4277035000)","3,498","2,023","          1.73","1,853","1,645","          1.13"
"강원도 정선군 화암면(4277036000)","1,656","928","          1.78","897","759","          1.18"
"강원도 정선군 여량면(4277037000)","1,997","1,144","          1.75","1,051","946","          1.11"
